verse_index,verse_id,chapter_number,verse_number,chapter_verses,verse_id_arabic,english_1989,arabic_uthmani,pdf_page_1989,printed_page_1989,english_bbox,english_transcription_source,english_transcription_note,arabic_alignment_note
1856,15:43,15,43,99,٤٣:١٥,“And Hell awaits them all.,وَإِنَّ جَهَنَّمَ لَمَوْعِدُهُمْ أَجْمَعِينَ,283,264,"[40.9, 401.851, 193.96, 413.851]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1857,15:44,15,44,99,٤٤:١٥,“It will have seven gates. Each gate will get a specific share of them.”,لَهَا سَبْعَةُ أَبْوَٰبٍ لِّكُلِّ بَابٍ مِّنْهُمْ جُزْءٌ مَّقْسُومٌ,283,264,"[40.9, 422.351, 241.9, 448.651]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1858,15:45,15,45,99,٤٥:١٥,"As for the righteous, they will enjoy gardens and springs.",إِنَّ ٱلْمُتَّقِينَ فِى جَنَّـٰتٍ وَعُيُونٍ,283,264,"[40.9, 457.551, 241.322, 484.15]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1859,15:46,15,46,99,٤٦:١٥,"Enter therein, peaceful and secure.",ٱدْخُلُوهَا بِسَلَـٰمٍ ءَامِنِينَ,283,264,"[40.9, 492.801, 240.76, 504.801]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1860,15:47,15,47,99,٤٧:١٥,"We remove all jealousy from their hearts; like one family, on adjacent furnishings.",وَنَزَعْنَا مَا فِى صُدُورِهِم مِّنْ غِلٍّ إِخْوَٰنًا عَلَىٰ سُرُرٍ مُّتَقَـٰبِلِينَ,283,264,"[40.9, 513.551, 467.872, 554.001]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1861,15:48,15,48,99,٤٨:١٥,Never will they suffer from fatigue therein; never will they be evicted therefrom.,لَا يَمَسُّهُمْ فِيهَا نَصَبٌ وَمَا هُم مِّنْهَا بِمُخْرَجِينَ,283,264,"[40.9, 562.401, 280.708, 588.551]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1862,15:49,15,49,99,٤٩:١٥,"Inform My servants that I am the Forgiver, Most Merciful.",نَبِّئْ عِبَادِىٓ أَنِّىٓ أَنَا ٱلْغَفُورُ ٱلرَّحِيمُ,283,264,"[40.9, 597.551, 360.22, 609.551]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1818,15:5,15,5,99,٥:١٥,"The end of any community can never be advanced, nor delayed.",مَّا تَسْبِقُ مِنْ أُمَّةٍ أَجَلَهَا وَمَا يَسْتَـْٔخِرُونَ,281,262,"[40.7, 251.318, 224.92, 268.75]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1863,15:50,15,50,99,٥٠:١٥,And that My retribution is the most painful retribution.,وَأَنَّ عَذَابِى هُوَ ٱلْعَذَابُ ٱلْأَلِيمُ,283,264,"[40.9, 618.101, 344.224, 630.101]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1864,15:51,15,51,99,٥١:١٥,And inform them about Abraham’s guests.,وَنَبِّئْهُمْ عَن ضَيْفِ إِبْرَٰهِيمَ,283,264,"[40.7, 655.751, 476.33, 665.952]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1865,15:52,15,52,99,٥٢:١٥,"When they entered his quarters, they said, “Peace.” He said, “We are apprehensive about you.”",إِذْ دَخَلُوا۟ عَلَيْهِ فَقَالُوا۟ سَلَـٰمًا قَالَ إِنَّا مِنكُمْ وَجِلُونَ,284,265,"[41.15, 42.951, 327.53, 69.351]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1866,15:53,15,53,99,٥٣:١٥,"They said, “Do not be apprehensive. We give you good news: an enlightened son.”",قَالُوا۟ لَا تَوْجَلْ إِنَّا نُبَشِّرُكَ بِغُلَـٰمٍ عَلِيمٍ,284,265,"[41.4, 77.851, 377.244, 104.15]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1867,15:54,15,54,99,٥٤:١٥,"He said, “How can you give me such good news, when I am so old?”",قَالَ أَبَشَّرْتُمُونِى عَلَىٰٓ أَن مَّسَّنِىَ ٱلْكِبَرُ فَبِمَ تُبَشِّرُونَ,284,265,"[41.65, 112.901, 414.85, 124.901]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1868,15:55,15,55,99,٥٥:١٥,"They said, “The good news we give you is the truth. Do not despair.”",قَالُوا۟ بَشَّرْنَـٰكَ بِٱلْحَقِّ فَلَا تَكُن مِّنَ ٱلْقَـٰنِطِينَ,284,265,"[41.9, 133.551, 418.448, 145.551]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1869,15:56,15,56,99,٥٦:١٥,"He said, “None despairs of the mercy of his Lord, except the strayers.”",قَالَ وَمَن يَقْنَطُ مِن رَّحْمَةِ رَبِّهِۦٓ إِلَّا ٱلضَّآلُّونَ,284,265,"[41.9, 154.901, 427.184, 166.901]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1870,15:57,15,57,99,٥٧:١٥,"He said, “What is your mission, O messengers?”",قَالَ فَمَا خَطْبُكُمْ أَيُّهَا ٱلْمُرْسَلُونَ,284,265,"[41.9, 175.151, 223.208, 201.351]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1871,15:58,15,58,99,٥٨:١٥,"They said, “We are being dispatched to guilty people.",قَالُوٓا۟ إِنَّآ أُرْسِلْنَآ إِلَىٰ قَوْمٍ مُّجْرِمِينَ,284,265,"[42.1, 210.101, 249.184, 236.0]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1872,15:59,15,59,99,٥٩:١٥,"“As for Lot’s family, we will save them all—",إِلَّآ ءَالَ لُوطٍ إِنَّا لَمُنَجُّوهُمْ أَجْمَعِينَ,284,265,"[42.1, 244.301, 204.064, 270.45]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1819,15:6,15,6,99,٦:١٥,"They said, “O you who received this message, you are crazy.",وَقَالُوا۟ يَـٰٓأَيُّهَا ٱلَّذِى نُزِّلَ عَلَيْهِ ٱلذِّكْرُ إِنَّكَ لَمَجْنُونٌ,281,262,"[40.7, 286.085, 223.868, 303.451]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1873,15:60,15,60,99,٦٠:١٥,“except his wife; she is destined to be with the doomed.”,إِلَّا ٱمْرَأَتَهُۥ قَدَّرْنَآ ۙ إِنَّهَا لَمِنَ ٱلْغَـٰبِرِينَ,284,265,"[42.1, 279.351, 224.848, 305.851]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1874,15:61,15,61,99,٦١:١٥,When the messengers came to Lot—,فَلَمَّا جَآءَ ءَالَ لُوطٍ ٱلْمُرْسَلُونَ,284,265,"[42.35, 331.401, 254.042, 343.401]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1875,15:62,15,62,99,٦٢:١٥,"he said, “You are people unknown to us.”",قَالَ إِنَّكُمْ قَوْمٌ مُّنكَرُونَ,284,265,"[42.1, 351.801, 189.028, 377.95]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1876,15:63,15,63,99,٦٣:١٥,"They said, “We bring to you what they have been doubting.",قَالُوا۟ بَلْ جِئْنَـٰكَ بِمَا كَانُوا۟ فِيهِ يَمْتَرُونَ,284,265,"[42.1, 386.351, 219.586, 412.401]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1877,15:64,15,64,99,٦٤:١٥,“We bring to you the truth; we are truthful.,وَأَتَيْنَـٰكَ بِٱلْحَقِّ وَإِنَّا لَصَـٰدِقُونَ,284,265,"[41.9, 420.951, 202.556, 447.201]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1878,15:65,15,65,99,٦٥:١٥,"“You shall take your family during the night. Stay behind them, and make sure that none of you looks back. Go straight as you are commanded.”",فَأَسْرِ بِأَهْلِكَ بِقِطْعٍ مِّنَ ٱلَّيْلِ وَٱتَّبِعْ أَدْبَـٰرَهُمْ وَلَا يَلْتَفِتْ مِنكُمْ أَحَدٌ وَٱمْضُوا۟ حَيْثُ تُؤْمَرُونَ,284,265,"[41.9, 456.351, 243.562, 526.4]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1879,15:66,15,66,99,٦٦:١٥,"We delivered to him this command, for those people were to be annihilated in the morning.",وَقَضَيْنَآ إِلَيْهِ ذَٰلِكَ ٱلْأَمْرَ أَنَّ دَابِرَ هَـٰٓؤُلَآءِ مَقْطُوعٌ مُّصْبِحِينَ,284,265,"[41.15, 535.151, 265.152, 576.2]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1880,15:67,15,67,99,٦٧:١٥,The people of the city came joyfully.,وَجَآءَ أَهْلُ ٱلْمَدِينَةِ يَسْتَبْشِرُونَ,284,265,"[40.7, 584.851, 249.548, 596.851]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1881,15:68,15,68,99,٦٨:١٥,"He said, “These are my guests; do not embarrass me.",قَالَ إِنَّ هَـٰٓؤُلَآءِ ضَيْفِى فَلَا تَفْضَحُونِ,284,265,"[40.45, 605.351, 333.778, 617.351]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1882,15:69,15,69,99,٦٩:١٥,“Fear GOD; do not shame me.”,وَٱتَّقُوا۟ ٱللَّهَ وَلَا تُخْزُونِ,284,265,"[40.2, 626.439, 230.593, 639.439]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1820,15:7,15,7,99,٧:١٥,"“Why do you not bring down the angels, if you are truthful?”",لَّوْ مَا تَأْتِينَا بِٱلْمَلَـٰٓئِكَةِ إِن كُنتَ مِنَ ٱلصَّـٰدِقِينَ,281,262,"[41.15, 320.751, 222.616, 338.35]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1883,15:70,15,70,99,٧٠:١٥,"They said, “Did we not enjoin you from contacting anyone?”",قَالُوٓا۟ أَوَلَمْ نَنْهَكَ عَنِ ٱلْعَـٰلَمِينَ,284,265,"[40.2, 648.201, 375.3, 660.201]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1884,15:71,15,71,99,٧١:١٥,"He said, “Here are my daughters, if you must.”",قَالَ هَـٰٓؤُلَآءِ بَنَاتِىٓ إِن كُنتُمْ فَـٰعِلِينَ,285,266,"[39.7, 44.351, 302.056, 56.351]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1885,15:72,15,72,99,٧٢:١٥,"But, alas, they were totally blinded by their lust.",لَعَمْرُكَ إِنَّهُمْ لَفِى سَكْرَتِهِمْ يَعْمَهُونَ,285,266,"[39.7, 65.151, 304.972, 77.151]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1886,15:73,15,73,99,٧٣:١٥,"Consequently, the disaster struck them in the morning.",فَأَخَذَتْهُمُ ٱلصَّيْحَةُ مُشْرِقِينَ,285,266,"[39.95, 86.001, 342.038, 98.001]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1887,15:74,15,74,99,٧٤:١٥,"We turned it upside down, and showered them with devastating rocks.",فَجَعَلْنَا عَـٰلِيَهَا سَافِلَهَا وَأَمْطَرْنَا عَلَيْهِمْ حِجَارَةً مِّن سِجِّيلٍ,285,266,"[39.95, 106.551, 420.818, 118.551]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1888,15:75,15,75,99,٧٥:١٥,This should be a lesson for the intelligent ones.,إِنَّ فِى ذَٰلِكَ لَـَٔايَـٰتٍ لِّلْمُتَوَسِّمِينَ,285,266,"[39.95, 127.551, 302.846, 139.551]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1889,15:76,15,76,99,٧٦:١٥,This will always be the system.,وَإِنَّهَا لَبِسَبِيلٍ مُّقِيمٍ,285,266,"[40.2, 148.651, 214.98, 160.651]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
1890,15:77,15,77,99,٧٧:١٥,This is a sign for the believers.,إِنَّ فِى ذَٰلِكَ لَـَٔايَةً لِّلْمُؤْمِنِينَ,285,266,"[40.2, 169.551, 215.52, 181.551]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
